taxa;Taxon;Pathogen;Pathogenicity;Origin;Origin_verbatim;Origin_verbatim;Origin_details;;;"""=SE(CONTA.SE(G:G; J13)=0; ""NUOVO""; """")""";DATI FILTRA NUOVO - COPIA;
;Ruania;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Rubellimicrobium;N;N;E;Environmental;Soil, Marine;Environmental isolate;;;;;
;Rubidibacter;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Rubidibacteraceae;N;N;E;Environmental;Marine;Marine family;;;;;
;Rubidimonas;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Rubinisphaera;N;N;E;Environmental;Marine;Marine isolate;;;;;
S;Rubinisphaera brasiliensis;N;1;E;Environmental;Marine;Marine isolate;;;;;
;Rubinisphaeraceae;N;N;E;Environmental;Marine;Marine family;;;;;
;Rubinisphaeraceae SH-PL14;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Rubribacterium;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Rubricoccus;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Rubripirellula;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Rubritalea;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Rubritaleaceae;N;N;E;Environmental;Marine;Marine family;;;;;
;Rubritaleaceae DBS1;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Rubritepida;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Rubrivirga;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Rubrivivax;N;N;E;Environmental;Freshwater;Phototrophic environmental isolate;;;;;
;Rubrobacter;N;N;E;Environmental;Soil, Hot springs;Thermophilic environmental bacterium;;;;;
S;Rubrobacter bracarensis;N;1;E;Environmental;Soil;Environmental isolate;;;;;
;Rudaea;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Ruegeria;N;N;E;Environmental;Marine;Marine phototroph;;;;;
S;Ruegeria atlantica;N;1;E;Environmental;Marine;Marine isolate;;;;;
S;Ruegeria conchae;N;1;E;Environmental;Marine;Marine isolate;;;;;
;Ruegeria denitrificans;N;N;E;Environmental;Marine;Denitrifying marine bacterium;;;;;
S;Ruegeria meonggei;N;1;E;Environmental;Marine;Marine isolate;;;;;
S;Ruegeria profundi;N;1;E;Environmental;Marine;Marine isolate;;;;;
;Ruficoccus;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Rugamonas;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
S;Rugamonas rubra;N;1;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Rugosimonospora;N;N;E;Environmental;Soil;Environmental actinobacterium;;;;;
;Ruminiclostridium;N;N;O;Ubiquitous;Gut, soil;Anaerobic, some cellulose-degrading;;;;;
G;Ruminobacter;PP;1;O;Ubiquitous;Gut, soil;Anaerobic, cellulose-degrading;;;;;
;Ruminococcaceae;N;N;O;Ubiquitous;Gut;Fiber-degrading gut bacteria;;;;;
;Ruminococcaceae CAG-352;N;N;O;Ubiquitous;Gut;Fiber-degrading gut bacterium;;;;;
;Ruminococcaceae Incertae Sedis;N;N;O;Ubiquitous;Gut;Fiber-degrading gut bacterium;;;;;
;Ruminococcaceae UBA1819;N;N;W;Anthropogenic;Gut;Fiber-degrading gut bacterium;;;;;
;Ruminococcus;P;2;W;Anthropogenic;Gut;Fiber-degrading gut bacterium;;;;;
;Ruminococcus bicirculans;N;N;O;Ubiquitous;Gut;Fiber-degrading gut bacterium;;;;;
S;Ruminococcus bromii;N;1;W;Anthropogenic;Gut;Resistant starch degrader;;;;;
S;Ruminococcus gauvreauii group;N;1;W;Anthropogenic;Gut;Fiber-degrading gut bacterium;;;;;
S;Ruminococcus gnavus group;N;1;O;Ubiquitous;Gut;Opportunistic gut bacterium;;;;;
S;Ruminococcus lactaris;N;1;W;Anthropogenic;Gut;Fiber-degrading gut bacterium;;;;;
S;Ruminococcus obeum CAG 39;N;1;O;Ubiquitous;Gut;Fiber-degrading gut bacterium;;;;;
S;Ruminococcus torques;N;1;W;Anthropogenic;Gut;Mucin-degrading, opportunistic;;;;;
S;Ruminococcus torques group;N;1;W;Anthropogenic;Gut;Opportunistic gut bacterium;;;;;
;Ruminofilibacter;N;N;W;Anthropogenic;Gut;Fiber-degrading gut bacterium;;;;;
;Rummeliibacillus;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Runella;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Rurimicrobium;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Sabulilitoribacter;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Saccharedens;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Saccharibacillus;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Saccharicrinis;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Saccharimonadaceae;N;N;O;Ubiquitous;Gut, soil;CPR bacteria, often symbionts or fermenters;;;;;
;Saccharimonadaceae GTL1;N;N;O;Ubiquitous;Gut, soil;CPR bacterium;;;;;
;Saccharimonadaceae TM7a;N;N;O;Ubiquitous;Gut, soil;CPR bacterium;;;;;
;Saccharimonadaceae TM7x;N;N;O;Ubiquitous;Gut, soil;CPR bacterium;;;;;
;Saccharimonadales;N;N;O;Ubiquitous;Gut, soil;CPR bacteria;;;;;
;Saccharimonadales LWQ8;N;N;O;Ubiquitous;Gut, soil;CPR bacterium;;;;;
;Saccharimonadales WWH38;N;N;O;Ubiquitous;Gut, soil;CPR bacterium;;;;;
;Saccharimonadales YM_S32_TM7_50_20;N;N;O;Ubiquitous;Gut, soil;CPR bacterium;;;;;
;Saccharococcus;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Saccharofermentans;N;N;E;Environmental;Soil, Water;Fermentative environmental bacterium;;;;;
;Saccharomonospora;P;2;E;Environmental;Soil;Environmental actinobacterium;;;;;
;Saccharophagus;N;N;E;Environmental;Marine;Marine cellulose-degrading bacterium;;;;;
;Saccharopolyspora;P;2;E;Environmental;Soil;Environmental actinobacterium;;;;;
;Saccharospirillaceae;N;N;E;Environmental;Soil, Water;Environmental family;;;;;
;Saccharospirillum;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sagittula;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Salegentibacter;N;N;E;Environmental;Marine;Marine isolate;;;;;
S;Salegentibacter mishustinae;N;1;E;Environmental;Marine;Marine isolate;;;;;
S;Salegentibacter salarius;N;1;E;Environmental;Marine;Marine isolate;;;;;
;Salibacter;N;N;E;Environmental;Saline, Marine;Halophilic bacterium;;;;;
;Salibaculum;N;N;E;Environmental;Saline, Marine;Halophilic environmental isolate;;;;;
;Salimicrobium;N;N;E;Environmental;Saline, Marine;Halophilic environmental bacterium;;;;;
;Salinibacter;N;N;E;Environmental;Saline, Marine;Extreme halophile, environmental;;;;;
S;Salinibacter ruber;N;1;E;Environmental;Saline, Marine;Halophilic environmental isolate;;;;;
;Salinibacterium;N;N;E;Environmental;Saline, Marine;Halophilic environmental bacterium;;;;;
;Salinicoccus;N;N;E;Environmental;Saline;Halophilic environmental isolate;;;;;
;Salinicola;N;N;E;Environmental;Marine, Saline;Halophilic environmental isolate;;;;;
;Salinicola zeshunii;N;N;E;Environmental;Marine, Saline;Halophilic environmental isolate;;;;;
;Salinihabitans;N;N;E;Environmental;Saline;Halophilic environmental isolate;;;;;
;Salinimicrobium;N;N;E;Environmental;Marine, Saline;Halophilic marine bacterium;;;;;
S;Salinimicrobium marinum;N;1;E;Environmental;Marine;Marine isolate;;;;;
;Salinimonas;N;N;E;Environmental;Marine, Saline;Halophilic environmental isolate;;;;;
;Salinirepens;N;N;E;Environmental;Marine, Saline;Halophilic environmental isolate;;;;;
;Salinisphaera;N;N;E;Environmental;Saline, Marine;Halophilic environmental bacterium;;;;;
;Salinisphaerales;N;N;E;Environmental;Saline, Marine;Halophilic environmental order;;;;;
;Salinispira;N;N;E;Environmental;Marine, Saline;Halophilic environmental isolate;;;;;
;Salinispora;N;N;E;Environmental;Marine;Marine actinobacterium, secondary metabolite producer;;;;;
;Salinivenus;N;N;E;Environmental;Marine, Saline;Halophilic environmental isolate;;;;;
G;Salinivibrio;PP;1;E;Environmental;Saline, Marine;Halophilic environmental bacterium;;;;;
S;Salinivibrio costicola;N;1;E;Environmental;Marine, Saline;Halophilic environmental isolate;;;;;
;Salinivirgaceae;N;N;E;Environmental;Saline, Marine;Halophilic environmental family;;;;;
;Salinovum;N;N;E;Environmental;Saline, Marine;Halophilic environmental bacterium;;;;;
;Salipaludibacillus;N;N;E;Environmental;Saline, Soil;Environmental isolate;;;;;
;Salipiger;N;N;E;Environmental;Marine;Halophilic marine bacterium;;;;;
;Salisediminibacteriaceae;N;N;E;Environmental;Marine, Sediment;Environmental family;;;;;
;Salmonella;P;2;W;Anthropogenic;Host organism;Enteric pathogen, human, animal;;;;;
G;Samsonia;PP;1;E;Environmental;Host organism, Plant;Plant pathogen;;;;;
;Sandaracinaceae;N;N;E;Environmental;Soil, Water;Environmental family;;;;;
;Sandaracinus;N;N;E;Environmental;Soil, Water;Environmental bacterium;;;;;
;Sandarakinorhabdus;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
G;Sanguibacter-Flavimobilis;PP;1;E;Environmental;Soil;Environmental isolate;;;;;
;Sanguibacteroides;N;N;W;Anthropogenic;Host organism;Gut-associated bacterium;;;;;
;Sansalvadorimonas;N;N;E;Environmental;Marine;Marine environmental isolate;;;;;
;Saprospira;N;N;E;Environmental;Marine, Freshwater;Environmental bacterium;;;;;
;Saprospiraceae;N;N;E;Environmental;Water;Environmental family;;;;;
;Saprospiraceae OLB8;N;N;E;Environmental;Water;Environmental isolate;;;;;
G;Sarcina;PP;1;E;Environmental;Soil, Host organism;Opportunistic environmental or host-associated;;;;;
;Schekmanbacteria;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Schizothrix LEGE 07164;N;N;E;Environmental;Freshwater;Cyanobacterium;;;;;
;Schlegelella;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Schleiferia;N;N;E;Environmental;Soil, Water;Environmental bacterium;;;;;
;Schleiferiaceae;N;N;E;Environmental;Soil, Water;Environmental family;;;;;
;Schlesneria;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Schlesneriaceae;N;N;E;Environmental;Soil;Environmental family;;;;;
;Schwartzia;N;N;W;Anthropogenic;Host organism, Gut;Gut-associated bacterium;;;;;
;Scopulibacillus;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Scytonema UTEX 2349;N;N;E;Environmental;Freshwater;Cyanobacterium;;;;;
G;Sebaldella;PP;1;W;Anthropogenic;Gut;Human gut-associated bacterium;;;;;
;Secundilactobacillus;N;N;W;Anthropogenic;Gut, Fermented food;Lactic acid bacterium;;;;;
;Sedimentibacter;N;N;E;Environmental;Sediment;Anaerobic environmental bacterium;;;;;
;Sedimenticola;N;N;E;Environmental;Sediment, Marine;Sulfur-oxidizing environmental isolate;;;;;
;Sedimenticolaceae;N;N;E;Environmental;Sediment;Environmental family;;;;;
;Sedimentitalea;N;N;E;Environmental;Marine, Sediment;Environmental isolate;;;;;
;Sediminibacter;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Sediminibacterium;N;N;E;Environmental;Sediment, Water;Environmental isolate;;;;;
S;Sediminibacterium goheungense;N;1;E;Environmental;Sediment;Environmental isolate;;;;;
S;Sediminibacterium salmoneum;N;1;E;Environmental;Sediment;Environmental isolate;;;;;
;Sediminibacterium sp FEMGT703S;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Sediminicola;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Sediminimonas;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Sediminispirochaeta;N;N;E;Environmental;Sediment;Anaerobic environmental spirochete;;;;;
;Segatella;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Segetibacter;N;N;E;Environmental;Soil, Plant;Environmental isolate;;;;;
;Selenihalanaerobacter;N;N;E;Environmental;Saline, Anoxic;Halophilic anaerobic bacterium;;;;;
;Selenomonadaceae;N;N;O;Ubiquitous;Gut, soil;Fermentative family;;;;;
;Selenomonas;P;2;W;Anthropogenic;Gut, Oral;Fermentative, some in oral microbiota;;;;;
;Sellimonas;N;N;W;Anthropogenic;Gut;Anaerobic gut bacterium;;;;;
;Senegalimassilia;N;N;O;Ubiquitous;Gut, soil;Environmental or gut-associated;;;;;
;Seohaeicola;N;N;E;Environmental;Marine;Marine environmental isolate;;;;;
;Seonamhaeicola;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Seongchinamella;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Sericytochromatia;N;N;E;Environmental;Soil, Water;Environmental cyanobacteria group;;;;;
;Serinicoccus;N;N;E;Environmental;Marine, Soil;Environmental actinobacterium;;;;;
S;Serinicoccus marinus;N;1;E;Environmental;Marine;Marine environmental isolate;;;;;
;Serratia;P;2;O;Ubiquitous;Host organism, Soil, Water;Opportunistic pathogen, environmental;;;;;
;Sharpea;N;N;W;Anthropogenic;Gut;Lactic acid bacterium;;;;;
;Shewanella;P;2;E;Environmental;Marine, Freshwater;Environmental, versatile respiratory bacterium;;;;;
S;Shewanella corallii;N;1;E;Environmental;Marine;Marine isolate;;;;;
;Shewanella putrefaciens;P;2;E;Environmental;Marine, Soil;Environmental, opportunistic pathogen;;;;;
S;Shewanella schlegeliana;N;1;E;Environmental;Marine;Environmental isolate;;;;;
S;Shewanella woodyi;N;1;E;Environmental;Marine;Bioluminescent marine isolate;;;;;
;Shewanellaceae;N;N;E;Environmental;Marine, Soil;Environmental family;;;;;
G;Shimazuella;PP;1;E;Environmental;Soil;Environmental isolate;;;;;
;Shimia;N;N;E;Environmental;Marine;Marine environmental bacterium;;;;;
S;Shimia marina;N;1;E;Environmental;Marine;Marine isolate;;;;;
;Shimwellia;N;N;W;Anthropogenic;Gut, Host organism;Opportunistic gut-associated bacterium;;;;;
G;Shinella;PP;1;E;Environmental;Soil, Plant;Environmental isolate;;;;;
;Shuttleworthia;N;N;W;Anthropogenic;Gut;Gut-associated anaerobe;;;;;
;Siccirubricoccus;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Sideroxydans;N;N;E;Environmental;Freshwater, Soil;Iron-oxidizing environmental bacterium;;;;;
;Silanimonas;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Silicimonas;N;N;E;Environmental;Marine;Marine environmental isolate;;;;;
;Silvanigrella;N;N;E;Environmental;Freshwater;Environmental isolate;;;;;
;Silvanigrellaceae;N;N;E;Environmental;Freshwater;Environmental family;;;;;
;Simiduia;N;N;E;Environmental;Marine;Marine environmental isolate;;;;;
;Simkania;N;N;W;Anthropogenic;Host organism;Intracellular pathogen;;;;;
;Simkaniaceae;N;N;W;Anthropogenic;Host organism;Intracellular pathogen family;;;;;
;Simkaniaceae Ga0074140;N;N;W;Anthropogenic;Host organism;Intracellular pathogen strain;;;;;
;Simplicispira;N;N;E;Environmental;Water;Environmental isolate;;;;;
S;Simplicispira limi;N;1;E;Environmental;Water;Environmental isolate;;;;;
;Singulisphaera;N;N;E;Environmental;Soil, Water;Environmental planctomycete;;;;;
;Sinibacillus;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Sinobaca;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sinobacterium;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Sinomicrobium;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sinomonas;N;N;E;Environmental;Soil;Environmental actinobacterium;;;;;
;Siphonobacter;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Skermanella;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
G;Slackia;PP;1;W;Anthropogenic;Gut;Gut-associated anaerobic bacterium;;;;;
;Smaragdicoccus;N;N;E;Environmental;Soil;Environmental actinobacterium;;;;;
;Smithella;N;N;E;Environmental;Sediment, Anaerobic;Syntrophic, hydrocarbon-degrading bacterium;;;;;
;Sneathiella;N;N;E;Environmental;Marine;Marine environmental isolate;;;;;
;Sneathiellaceae;N;N;E;Environmental;Marine;Marine environmental family;;;;;
;Snodgrassella;N;N;E;Environmental;Insect gut;Bee gut symbiont;;;;;
;Snowella 0TU37S04;N;N;E;Environmental;Freshwater;Cyanobacterium;;;;;
;Snowella sp;N;N;E;Environmental;Freshwater;Cyanobacterium;;;;;
;Soehngenia;N;N;E;Environmental;Sediment, Anaerobic;Environmental isolate;;;;;
;Solibacillus;N;N;E;Environmental;Soil;Environmental bacterium;;;;;
;Solidesulfovibrio;N;N;E;Environmental;Sediment;Sulfate-reducing bacterium;;;;;
;Solimonadaceae;N;N;E;Environmental;Soil, Water;Environmental family;;;;;
;Solimonas;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Solirubrobacter;N;N;E;Environmental;Soil;Environmental actinobacterium;;;;;
;Solirubrobacteraceae;N;N;E;Environmental;Soil;Environmental family;;;;;
;Solirubrobacteraceae JCM 18997;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Solirubrobacterales;N;N;E;Environmental;Soil;Environmental order;;;;;
;Solirubrobacterales 67-14;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Solitalea;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Solobacterium;P;2;E;Anthropogenic;Gut, Oral;Opportunistic gut, oral bacterium;;;;;
;Soonwooa;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Soortia;N;N;E;Environmental;Soil;Environmental isolate;;;;;
G;Sorangium;PP;1;E;Environmental;Soil;Environmental myxobacterium;;;;;
;Sphaerisporangium;N;N;E;Environmental;Soil;Actinobacterium, environmental;;;;;
;Sphaerobacter;N;N;E;Environmental;Soil;Environmental bacterium;;;;;
;Sphaerochaeta;N;N;E;Environmental;Anaerobic sediment;Environmental spirochete;;;;;
G;Sphaerotilus;PP;1;E;Environmental;Freshwater;Filamentous environmental bacterium;;;;;
S;Sphaerotilus hippei;N;1;E;Environmental;Freshwater;Filamentous environmental isolate;;;;;
S;Sphaerotilus natans;N;1;E;Environmental;Freshwater;Filamentous environmental isolate;;;;;
;Sphingoaurantiacus;N;N;E;Environmental;Soil;Environmental actinobacterium;;;;;
;Sphingobacteriaceae;N;N;E;Environmental;Soil, Water;Environmental family;;;;;
;Sphingobacteriales;N;N;E;Environmental;Soil, Water;Environmental order;;;;;
;Sphingobacteriales ADurb.Bin408;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sphingobacteriales AKYH767;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sphingobacteriales CWT CU03-E12;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sphingobacteriales E6aC02;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sphingobacteriales env.OPS 17;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sphingobacteriales ESFC-1;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sphingobacteriales FFCH9454;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sphingobacteriales KD1-131;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sphingobacteriales KD3-93;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sphingobacteriales LiUU-11-161;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sphingobacteriales NS11-12 marine group;N;N;E;Environmental;Marine;Marine environmental group;;;;;
;Sphingobacteriales S15-21;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sphingobacteriales S15A-MN91;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sphingobacteriales SBYC-2600;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sphingobacteriales ST-12K33;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sphingobacterium;P;2;E;Environmental;Soil, Water;Environmental genus;;;;;
S;Sphingobacterium alkalisoli;N;1;E;Environmental;Soil;Environmental isolate;;;;;
;Sphingobacterium multivorum;P;2;E;Environmental;Soil, Water;Environmental isolate;;;;;
S;Sphingobacterium nematocida;N;1;E;Environmental;Soil;Environmental isolate;;;;;
;Sphingobacterium spiritivorum;P;2;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sphingobium;N;N;E;Environmental;Soil, Water;Environmental degrader;;;;;
S;Sphingobium japonicum;N;1;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sphingomicrobium;N;N;E;Environmental;Soil, Water;Environmental genus;;;;;
S;Sphingomicrobium flavum;N;1;E;Environmental;Soil, Water;Environmental isolate;;;;;
S;Sphingomicrobium marinum;N;1;E;Environmental;Marine;Marine isolate;;;;;
F;Sphingomonadaceae;PP;N;E;Environmental;Soil, Water;Environmental family;;;;;
;Sphingomonadaceae bacterium PASS1;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
F;Sphingomonadaceae Ellin6055;PP;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sphingomonadaceae Plot4-2H12;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sphingomonas;P;2;E;Environmental;Soil, Water, Plant;Environmental genus, some plant-associated;;;;;
S;Sphingomonas astaxanthinifaciens;N;1;E;Environmental;Soil;Environmental isolate, carotenoid producer;;;;;
S;Sphingomonas melonis;N;1;E;Environmental;Plant;Plant-associated environmental bacterium;;;;;
;Sphingomonas sp OV641;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
G;Sphingopyxis;PP;1;E;Environmental;Soil, Water;Environmental genus;;;;;
S;Sphingopyxis witflariensis;N;1;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sphingorhabdus;N;N;E;Environmental;Marine, Soil;Environmental isolate;;;;;
;Spiribacter;N;N;E;Environmental;Saline, Marine;Halophilic environmental isolate;;;;;
;Spirillum;N;N;E;Environmental;Freshwater, Soil;Environmental isolate;;;;;
;Spirobacillus cienkowskii;N;N;E;Environmental;Host organism, Invertebrate;Insect pathogen;;;;;
;Spirochaeta;N;N;E;Environmental;Sediment, Water;Anaerobic environmental spirochete;;;;;
;Spirochaeta 2;N;N;E;Environmental;Sediment, Water;Environmental spirochete;;;;;
;Spirochaetaceae;N;N;E;Environmental;Sediment, Water;Environmental family;;;;;
;Spirochaetaceae GWE2-31-10;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Spirochaetaceae M2PT2-76 termite group;N;N;E;Anthropogenic;Animal, Termite gut;Termite gut symbiont;;;;;
;Spirochaetales GWE2-31-10;N;N;E;Environmental;Sediment, Water;Environmental order;;;;;
;Spirochaetota;N;N;E;Environmental;Sediment, Water;Environmental phylum;;;;;
;Spirochaetota MVP-15;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Spirochaetota RBG-16-49-21;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
;Spirochaetota V2072-189E03;N;N;E;Environmental;Sediment;Environmental isolate;;;;;
G;Spirosoma;PP;1;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Spirosomaceae;N;N;E;Environmental;Soil, Water;Environmental family;;;;;
;Spirosomataceae;N;N;E;Environmental;Soil, Water;Environmental family;;;;;
;Spirulina DRTO-55.2;N;N;E;Environmental;Freshwater;Cyanobacterium;;;;;
;Spirulina P7;N;N;E;Environmental;Freshwater;Cyanobacterium;;;;;
;Spirulina PCC-6313;N;N;E;Environmental;Freshwater;Cyanobacterium;;;;;
;Spongiibacter;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Spongiibacteraceae;N;N;E;Environmental;Marine;Marine environmental family;;;;;
;Spongiibacteraceae BD1-7 clade;N;N;E;Environmental;Marine;Marine environmental group;;;;;
;Spongiibacterium;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Spongiiferula;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Spongiimicrobium;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Spongiimonas;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Spongiispira;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Spongiivirga;N;N;E;Environmental;Marine;Marine isolate;;;;;
;Sporacetigenium;N;N;E;Environmental;Soil, Water;Environmental anaerobe;;;;;
;Sporichthya;N;N;E;Environmental;Soil;Environmental actinobacterium;;;;;
;Sporichthyaceae;N;N;E;Environmental;Soil;Environmental family;;;;;
;Sporichthyaceae hgcI clade;N;N;E;Environmental;Soil;Environmental clade;;;;;
;Sporobacter;N;N;E;Environmental;Sediment;Anaerobic environmental isolate;;;;;
;Sporocytophaga;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Sporolactobacillaceae;N;N;E;Ubiquitous;Soil, Gut;Fermentative family;;;;;
G;Sporolactobacillus;PP;1;E;Ubiquitous;Soil, Gut;Fermentative isolate;;;;;
;Sporomusa;N;N;E;Environmental;Sediment, Soil;Anaerobic environmental bacterium;;;;;
;Sporomusaceae;N;N;E;Environmental;Sediment, Soil;Environmental family;;;;;
;Sporosalibacterium;N;N;E;Environmental;Saline, Sediment;Halophilic environmental bacterium;;;;;
G;Sporosarcina;PP;1;E;Environmental;Soil;Environmental bacterium;;;;;
;Stackebrandtia;N;N;E;Environmental;Soil;Environmental actinobacterium;;;;;
;Stagnimonas;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Stakelama;N;N;E;Environmental;Soil;Environmental isolate;;;;;
F;Staphylococcaceae;PP;N;O;Ubiquitous;Host organism, Soil;Opportunistic pathogen, environmental;;;;;
;Staphylococcus;P;2;W;Anthropogenic;Host organism;Opportunistic pathogen;;;;;
;Staphylococcus xylosus;P;2;W;Anthropogenic;Host organism, Animal;Skin-associated opportunistic bacterium;;;;;
;Stappia;N;N;E;Environmental;Marine;Marine environmental isolate;;;;;
S;Stappia indica;N;1;E;Environmental;Marine;Marine isolate;;;;;
;Stappiaceae;N;N;E;Environmental;Marine;Marine family;;;;;
;Stella;N;N;E;Environmental;Soil, Water;Environmental bacterium;;;;;
;Stenotrophobacter;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Stenotrophobium;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Stenotrophomonas;P;2;O;Ubiquitous;Soil, Water;Opportunistic pathogen, environmental isolate;;;;;
S;Stenotrophomonas acidaminiphila;N;1;E;Environmental;Soil;Environmental isolate;;;;;
;Stenotrophomonas maltophilia;P;2;O;Ubiquitous;Soil, Host organism;Opportunistic pathogen;;;;;
S;Stenotrophomonas rhizophila;N;1;E;Environmental;Soil, Plant;Plant-associated environmental isolate;;;;;
;Steroidobacter;N;N;E;Environmental;Soil, Water;Environmental degrader;;;;;
;Steroidobacteraceae;N;N;E;Environmental;Soil, Water;Environmental family;;;;;
;Sterolibacterium;N;N;E;Environmental;Soil, Water;Environmental isolate;;;;;
;Streptacidiphilus;N;N;E;Environmental;Soil;Environmental actinobacterium;;;;;
;Streptococcus;P;2;W;Anthropogenic;Host organism;Pathogen or commensal;;;;;
;Streptococcus salivarius;P;2;W;Anthropogenic;Oral, Host organism;Commensal oral bacterium;;;;;
;Streptomyces;P;2;E;Environmental;Soil;Environmental actinobacterium, secondary metabolite producer;;;;;
S;Streptomyces thermoautotrophicus;N;1;E;Environmental;Soil;Thermophilic environmental actinobacterium;;;;;
;Streptomycetaceae;N;N;E;Environmental;Soil;Environmental family;;;;;
;Streptomycetaceae E1B-B3-114;N;N;E;Environmental;Soil;Environmental isolate;;;;;
;Streptosporangiaceae;N;N;E;Environmental;Soil;Environmental family;;;;;
;Streptosporangiales;N;N;E;Environmental;Soil;Environmental order;;;;;
G;Streptosporangium;PP;1;E;Environmental;Soil;Environmental actinobacterium;;;;;
G;Subdoligranulum;PP;1;W;Anthropogenic;Gut;Gut-associated anaerobe;;;;;
